date,amount,price,sid,symbol,value
2019-07-08 08:57:00+00:00,-0.0787424029821743,11429.674049999998,0,,900.0000000000001
2019-07-08 08:59:00+00:00,0.0787424029821743,11543.402149999998,0,,-908.9552238805971
2019-07-22 08:25:00+00:00,0.08441678177982935,10551.44765,0,,-890.7192537313432
2019-07-22 20:27:00+00:00,-0.08441678177982935,10291.34,0,,868.761803002029
2019-07-22 22:37:00+00:00,0.0844830883526329,10295.19535,0,,-869.7698983616655
2019-07-23 10:39:00+00:00,-0.0844830883526329,9941.96,0,,839.9274850783422
2019-07-26 12:46:00+00:00,0.08618798207820867,9766.53195,0,,-841.7576806728524
2019-07-27 00:48:00+00:00,-0.08618798207820867,10120.1,0,,872.2309974296796
2019-08-16 00:26:00+00:00,-0.08392319817365132,10343.10825,0,,868.0267233962778
2019-08-16 05:36:00+00:00,0.08392319817365132,9828.525749999999,0,,-824.8413142720849
2019-08-20 15:23:00+00:00,-0.0847806585387697,10683.461549999998,0,,905.7509056826252
2019-08-20 16:19:00+00:00,0.0847806585387697,10789.764649999997,0,,-914.7633525053378
2019-08-28 12:09:00+00:00,-0.08801526545787126,10184.720249999998,0,,896.4108564179069
2019-08-28 13:10:00+00:00,0.08801526545787126,10286.060749999999,0,,-905.3303674270403
2019-08-29 23:13:00+00:00,0.09383109065774564,9454.937750000001,0,,-887.1671211835917
2019-08-30 11:15:00+00:00,-0.09383109065774564,9548.58,0,,895.9536756327369
2019-09-03 23:06:00+00:00,-0.08435335371665542,10596.75015,0,,893.8714136499714
2019-09-04 11:08:00+00:00,0.08435335371665542,10554.86,0,,-890.3378390097777
2019-09-10 23:26:00+00:00,-0.08871647720817195,10097.868149999998,0,,895.8472895806003
2019-09-11 00:15:00+00:00,0.08871647720817195,10198.344449999999,0,,-904.7611929595118
2019-10-18 18:15:00+00:00,-0.1114876429386368,7952.534849999999,0,,886.6093658138655
2019-10-19 06:17:00+00:00,0.1114876429386368,7923.3,0,,-883.350041295701
2019-10-31 17:05:00+00:00,-0.09593599913540395,9259.798649999999,0,,888.3480352804145
2019-11-01 05:07:00+00:00,0.09593599913540395,9091.35,0,,-872.1877457396547
2019-11-01 15:58:00+00:00,0.09840573143548534,9163.12415,0,,-901.7039342149099
2019-11-02 04:00:00+00:00,-0.09840573143548534,9236.27,0,,908.9019050856302
2019-11-07 21:28:00+00:00,0.0989123149963739,9169.33295,0,,-906.9599490570304
2019-11-08 09:30:00+00:00,-0.0989123149963739,9009.14,0,,891.114893526432
2019-11-11 14:39:00+00:00,-0.10200648645346981,8739.5001,0,,891.485698560748
2019-11-12 02:41:00+00:00,0.10200648645346981,8753.0,0,,-892.8627759272213
2019-11-18 12:02:00+00:00,0.10554516020194747,8423.3317,0,,-889.0418937106426
2019-11-19 00:04:00+00:00,-0.10554516020194747,8175.86,0,,862.9224534886943
2019-11-20 01:17:00+00:00,-0.10614028729684805,8143.48485,0,,864.3518215765295
2019-11-20 13:19:00+00:00,0.10614028729684805,8088.46,0,,-858.5114681890635
2019-11-26 19:35:00+00:00,-0.12217936908328257,7107.952949999999,0,,868.445206904657
2019-11-26 23:30:00+00:00,0.12217936908328257,7178.678849999999,0,,-877.0864527445044
2019-12-07 21:52:00+00:00,0.11496818992312871,7475.8927,0,,-859.4898517785315
2019-12-08 09:54:00+00:00,-0.11496818992312871,7477.25,0,,859.6458981027141
2019-12-17 23:10:00+00:00,-0.12959490273951893,6624.2564999999995,0,,858.469876839126
2019-12-18 01:27:00+00:00,0.12959490273951893,6690.169499999999,0,,-867.0118656633958
2019-12-20 07:36:00+00:00,-0.11876079901724848,7154.02215,0,,849.6173867210938
2019-12-20 19:38:00+00:00,0.11876079901724848,7191.1,0,,-854.0207818129356
2019-12-22 16:07:00+00:00,-0.1173314019357352,7197.59895,0,,844.5043753746756
2019-12-22 17:25:00+00:00,0.1173314019357352,7269.21685,0,,-852.9074039853689
2019-12-25 22:48:00+00:00,-0.11569758447492805,7223.970149999999,0,,835.7958966739835
2019-12-26 10:50:00+00:00,0.11569758447492805,7221.42,0,,-835.5008504789349
2019-12-29 12:40:00+00:00,-0.11347848811791096,7357.635149999999,0,,834.933312945199
2019-12-29 19:00:00+00:00,0.11347848811791096,7430.845449999999,0,,-843.2411071038576
2020-01-03 00:43:00+00:00,0.11909264830999232,6938.4932,0,,-826.3235304688732
2020-01-03 08:42:00+00:00,-0.11909264830999232,7287.1612,0,,867.8473259698216
2020-01-16 05:30:00+00:00,-0.09921978623207267,8693.34045,0,,862.5513810916304
2020-01-16 12:27:00+00:00,0.09921978623207267,8779.841349999999,0,,-871.1339818985122
2020-01-17 00:28:00+00:00,0.09840472732536158,8674.95725,0,,-853.6568027454185
2020-01-17 12:30:00+00:00,-0.09840472732536158,8837.64,0,,869.6655543997085
2020-01-27 08:46:00+00:00,0.1005915626530715,8618.033300000001,0,,-866.9014366432066
2020-01-27 20:48:00+00:00,-0.1005915626530715,8955.15,0,,900.8125322926531
2020-02-13 21:14:00+00:00,0.08796261259094774,10188.740300000001,0,,-896.2282157986768
2020-02-14 09:16:00+00:00,-0.08796261259094774,10174.87,0,,895.0081479732565
2020-02-24 09:43:00+00:00,0.09210988802104032,9704.941449999998,0,,-893.9210702102525
2020-02-24 21:45:00+00:00,-0.09210988802104032,9601.53,0,,884.3958531306594
2020-02-25 21:36:00+00:00,0.09441845521762199,9364.144,0,,-884.1480109153637
2020-02-26 09:38:00+00:00,-0.09441845521762199,9145.3,0,,863.4850985017183
2020-03-20 16:11:00+00:00,-0.13221168415893714,6537.7863,0,,864.3717373942262
2020-03-20 18:39:00+00:00,0.13221168415893714,6212.5233,0,,-821.3681683696378
2020-03-23 07:17:00+00:00,0.1530859593892094,5891.70345,0,,-901.937075079965
2020-03-23 12:15:00+00:00,-0.1530859593892094,6187.76895,0,,947.2605461895109
2020-03-30 18:14:00+00:00,0.14872855169974353,6330.19,0,,-941.4799906841994
2020-03-31 06:16:00+00:00,-0.14872855169974353,6401.45,0,,952.0783872783231
2020-04-01 12:10:00+00:00,-0.15177506803559593,6257.552099999999,0,,949.740395713786
2020-04-01 20:35:00+00:00,0.15177506803559593,6319.816299999999,0,,-959.190548904968
2020-04-05 17:46:00+00:00,-0.13801428699945892,6810.503099999999,0,,939.9467294541046
2020-04-06 01:00:00+00:00,0.13801428699945892,6878.269299999999,0,,-949.2994332297673
2020-04-07 18:07:00+00:00,0.12714271510354924,7316.6131000000005,0,,-930.2540548961963
2020-04-08 06:09:00+00:00,-0.12714271510354924,7368.82,0,,936.8917819093357
2020-04-09 10:00:00+00:00,0.12827329408878785,7288.8725,0,,-934.9676857681784
2020-04-09 22:02:00+00:00,-0.12827329408878785,7292.94,0,,935.4894373918844
2020-04-10 22:33:00+00:00,0.13589387638387349,6874.2958,0,,-934.1747036713807
2020-04-11 10:35:00+00:00,-0.13589387638387349,6851.72,0,,931.1067906969137
2020-05-01 08:02:00+00:00,-0.10591673190544992,8781.94125,0,,930.1545169856618
2020-05-01 10:01:00+00:00,0.10591673190544992,8869.32375,0,,-939.4097858113897
2020-05-12 13:25:00+00:00,-0.10539272231433891,8734.595699999998,0,,920.5628191381185
2020-05-12 14:16:00+00:00,0.10539272231433891,8821.507099999999,0,,-929.722648184269
2020-05-18 12:53:00+00:00,-0.09429944521008715,9661.456949999998,0,,911.0700303061406
2020-05-19 00:55:00+00:00,0.09429944521008715,9613.22,0,,-906.5213126825139
2020-05-29 14:05:00+00:00,-0.09656795104141683,9464.1855,0,,913.937002010887
2020-05-30 02:07:00+00:00,0.09656795104141683,9379.87,0,,-905.7948269348545
